ID,SQ2,SQ3,Q1_3,Q1_4,Q1_5,Q2,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q4_1,Q4_2,Q4_3,Q4_4,Q5,Q6,Q6_1,Q6_2,Q7_1,Q7_1_1,Q7_1_2,Q7_2,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10,Q10_1,Q11,Q12_1,Q12_2,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_17,Q13_18,Q13_19,Q13_20,Q14,Q14_1,Q14_2_1,Q14_2_2,Q14_2_3,Q15_1_1,Q15_1_2,Q15_1_3,Q15_1_4,Q15_1_5,Q15_1_6,Q15_1_7,Q15_2_1,Q15_2_2,Q15_2_3,Q15_2_4,Q15_2_5,Q15_2_6,Q15_2_7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q16_16,Q16_17,Q16_18,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2_1,Q18_2_2,Q18_3_1,Q18_3_2,Q18_3_3,Q18_3_4,Q19_1,Q19_2,Q19_2_1,Q19_3,Q20_1,Q20_2,Q20_2_1,Q20_3,Q21_1,Q21_2,Q22,Q23_1,Q23_2,Q24_1,Q24_2,Q25,Q25_1,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26T,Q26_1_1,Q26_1_2,Q26_1_3,Q26_1_4,Q26_1_5,Q26_1_6,Q26_1_7,Q26_1_8,Q27_1_1,Q27_1_2,Q27_1_3,Q27_2_1,Q27_2_2,Q27_2_3,Q27_3_1,Q27_3_2,Q27_3_3,Q27_4_1,Q27_4_2,Q27_4_3,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q30_1,Q31,Q31_1,Q32,Q32_1,Q33,Q33_1,Q34,code2,WT2
1184,1,6,1,2,4,10,,,,,,,,,2,,,,,,30,20,0,2,2,2,,,1,1,3,,0,0,1,0,2,3,,999,2,2,2,2,1,1,2,2,2,2,1,2,3,3,2,2,2,1,2,2,2,2,3,,1,1,4,2,1,1,2,3,2,2,4,3,4,3,3,3,3,5,5,4,4,4,4,5,5,4,4,3,3,4,5,5,4,4,4,4,5,4,4,1,100,0,0,100,0,0,1,2,,,3,,,,3,,3,,,,,9999998,99,9368,1813,1617,293,22,1244,0,0,14357,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,10,,,,,,,,,,2,,2,,2,,3,3,1,41,1.274212377
1185,3,6,5,3,3,3,2,3,5,,,,,,,,,,,,100,80,2,2,1,9,999,9,,,,,999,999,1,0,2,9,,10,2,2,2,1,1,2,3,3,3,3,3,3,3,3,2,2,3,3,3,4,3,3,3,,1,1,4,3,2,2,1,1,2,2,2,2,3,2,1,2,2,5,4,5,5,5,4,4,4,5,5,4,3,4,5,4,4,4,5,5,4,4,5,1,100,0,0,100,0,0,1,2,,,2,,,,1,3,1,4,4,,,170000,,52383,15726,4253,2254,701,1148,0,0,76465,999,999,999,999,999,999,999,999,2,0,0,0,0,0,2,0,0,0,0,0,7,1,6,10,,,,,,,,,,2,,1,4,3,3,3,3,1,41,0.571942888
1186,2,6,4,1,6,8,,,,,,,,,4,,,,,,100,70,0,0,2,1,1,2,,,,,999,999,999,0,2,1,2,1,2,2,2,3,3,2,2,2,3,3,2,2,1,2,3,3,2,2,2,2,2,2,3,,1,1,4,2,1,1,2,2,1,1,4,4,3,3,4,4,4,5,4,4,5,4,4,5,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,1,100,0,100,0,0,0,1,2,,,3,,,,1,3,1,4,5,,,9999998,6,11750,16723,3950,1778,3206,1728,0,1300,40435,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,1,,,,,,,,,,2,,2,,3,3,2,,1,41,0.654072814
1187,1,6,1,2,4,10,,,,,,,,,1,,,,,,30,15,0,0,2,2,,,1,1,2,,0,0,1,0,2,3,,999,2,2,2,2,3,3,2,2,1,2,2,1,1,1,2,2,3,3,2,2,2,2,2,,3,2,4,3,2,2,1,1,2,2,3,3,4,4,4,3,4,5,5,4,4,5,5,4,4,5,3,4,5,5,4,4,4,4,4,4,5,4,4,1,100,0,100,0,0,0,1,2,,,3,,,,3,,3,,,,,9999998,6,9367,1813,1617,293,22,124,0,0,13236,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,10,,,,,,,,,,2,,2,,3,3,1,,1,41,1.274212377
1188,2,12,2,2,4,5,4,,,,,,,,,,,,,,30,20,0,0,2,1,5,2,,,,,1,0,0,0,2,3,,5,2,2,2,2,2,1,3,2,1,2,2,2,4,3,1,2,3,3,2,3,3,2,3,,1,1,5,3,4,4,3,2,1,1,4,4,4,3,2,2,2,5,5,5,5,5,4,4,5,5,4,4,5,4,4,4,3,5,3,3,3,4,3,1,90,10,0,100,0,0,2,,,,1,2,,,1,4,1,4,5,,,18263,,8997,3631,3834,500,1000,300,0,0,18262,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,5,6,,,,,,,,,1,2,1,2,4,4,4,3,2,41,0.880355226
1189,1,10,1,2,1,5,1,2,,,,,,,,,,,,,40,30,0,0,1,2,,,1,1,1,,0,0,0,0,1,3,,999,2,2,3,2,1,1,2,2,1,4,2,2,2,4,2,2,1,2,2,4,3,3,1,1,,,,3,4,4,2,2,2,2,4,4,4,5,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1,100,0,100,0,0,0,1,2,,,1,2,,,1,3,1,5,5,,,12700,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,43,26,25,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,2,6,,,,,,,,,1,4,1,4,3,3,3,3,2,41,1.274212377
1190,3,10,5,1,2,6,,,,,,,,,3,,,,,,80,70,0,3,2,1,3,2,,,,,2,1,2,1,2,2,3,18,2,2,4,2,4,1,3,4,2,4,2,3,4,2,3,3,3,4,2,3,2,2,3,,1,1,5,4,5,4,2,2,1,1,4,5,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,3,3,4,3,4,3,3,4,3,4,3,4,1,100,0,0,100,0,0,1,2,,,1,2,,,1,4,1,4,5,,,118000,,39618,11686,8884,3593,1788,2611,0,0,68180,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,,6,8,,,,,,,,,1,4,1,4,3,3,3,3,1,41,0.571942888
1191,2,10,2,2,3,9,,,,,,,,,1,,,,,,29,20,0,0,2,1,1,2,,,,,1,1,0,0,2,2,3,4,2,2,4,4,4,2,4,3,2,4,3,4,3,2,2,2,2,3,2,3,2,2,3,,3,1,4,4,3,2,3,2,2,2,4,3,4,3,2,2,2,4,4,4,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,2,,,,2,,,,1,3,1,4,4,,,21700,,7990,811,1443,274,936,330,0,0,11784,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,9,4,,2,3,,,,,,,,,2,,2,,2,,3,3,2,42,1.273550064
1192,1,10,1,2,3,5,3,,,,,,,,,,,,,,150,110,0,0,2,1,2,2,,,,,1,0,1,0,1,2,1,2,2,2,4,4,4,3,4,4,3,4,2,4,4,4,2,2,4,4,2,4,3,3,2,,3,1,5,3,4,3,2,2,2,2,4,4,5,4,4,4,4,4,5,5,5,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,2,,,,1,2,,,1,3,1,4,4,,,9081,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,17920,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,3,4,,,,,,,,,1,4,2,,3,3,2,,2,42,2.268002547
1193,3,10,4,1,2,6,,,,,,,,,5,,,,,,40,15,6,0,2,1,3,1,,,,,2,0,2,1,2,2,1,15,1,2,2,3,4,4,2,4,1,3,2,2,2,4,1,1,4,4,2,4,4,4,3,,3,1,5,2,2,3,3,2,1,1,3,3,3,3,3,3,3,5,4,4,4,4,5,5,4,5,5,5,5,5,3,4,3,3,3,3,4,3,4,1,70,30,0,100,0,0,1,2,,,1,2,,,1,3,1,5,5,,,100250,,20423,12839,6423,4624,2041,1579,0,0,47929,999,999,999,999,999,999,999,999,2,0,0,0,0,0,0,0,0,0,0,0,5,4,,2,3,,,,,,,,,1,4,1,4,4,3,4,2,3,42,0.964615703
1194,2,10,3,2,3,6,,,,,,,,,1,3,,,,,39,12,10,0,2,1,1,2,,,,,1,0,0,0,2,2,1,13,2,2,4,2,4,2,3,4,2,4,2,2,4,3,2,3,2,4,2,4,2,2,3,,1,1,4,4,4,4,2,1,1,1,4,4,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,5,5,,,56200,,16369,5196,3250,1220,1565,666,0,0,28266,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,4,5,,1,8,,,,,,,,,1,4,1,4,4,4,4,3,2,41,0.687529472
1195,2,10,4,4,3,3,3,,,,,,,,,,,,,,100,80,55,2,2,1,1,2,,,,,1,0,1,0,2,2,1,8,2,2,2,1,2,2,3,3,1,3,1,3,3,3,1,1,1,3,1,3,3,3,2,,1,1,4,1,3,3,3,2,1,1,1,3,3,3,2,1,1,4,4,4,3,3,3,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,1,100,0,0,100,0,0,1,2,,,1,1,4,4,1,4,1,4,4,,,76532,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,30,20,20,5,10,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,3,3,4,,,,,,,,,1,4,1,4,4,3,4,3,4,41,0.654072814
1196,2,10,3,2,6,4,4,,,,,,,,,,,,,,40,30,10,5,2,1,2,2,,,,,1,0,1,0,2,2,1,6,2,2,2,4,2,2,4,2,1,4,3,4,4,5,1,1,1,4,3,4,3,1,2,,1,1,3,1,1,2,1,1,1,1,3,3,3,3,3,3,3,2,1,2,3,3,3,3,4,1,2,3,2,4,4,2,3,2,2,2,2,2,2,1,100,0,0,100,0,0,1,1,10,2,1,1,10,2,1,3,1,4,4,,,27000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,22,25,30,3,10,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,5,1,3,,,,,,,,,1,3,1,3,3,4,3,4,2,41,0.687529472
1197,2,10,3,4,2,1,3,,,,,,,,,,,,,,100,30,30,4,1,1,1,2,,,,,1,0,1,0,2,2,1,6,2,2,3,2,3,4,4,3,1,3,2,3,4,4,2,4,4,3,4,2,4,3,3,,1,1,4,2,2,2,4,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,4,2,3,3,4,3,3,4,4,4,1,90,10,0,90,10,0,2,,,,1,2,,,1,2,3,,,,,9999998,7,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,20,50,10,5,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,8,3,1,2,8,,,,,,,,1,5,1,5,3,3,3,1,3,41,0.687529472
1198,2,10,2,1,5,9,,,,,,,,,1,,,,,,4,3,0,0,2,1,1,1,,,,,1,1,1,0,2,3,,1,2,2,4,3,4,3,4,2,3,4,2,3,4,4,2,3,3,3,2,3,2,2,2,,1,1,5,2,3,3,2,2,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,100,50,0,50,0,1,2,,,1,2,,,1,3,1,4,5,,,9400,,12519,1880,1589,155,300,177,0,0,16620,999,999,999,999,999,999,999,999,90,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,,,,,,,,,,1,4,1,4,3,3,2,,2,42,1.273550064
1199,1,10,1,3,2,3,1,,,,,,,,,,,,,,10,7,0,0,2,2,,,1,1,2,,1,0,1,0,1,2,1,4,2,2,4,3,4,1,2,2,1,2,2,2,3,2,1,1,3,2,1,2,2,3,2,,1,1,4,1,3,2,4,2,1,1,4,5,5,3,5,5,5,3,3,3,2,3,3,1,2,2,2,2,2,3,4,3,3,2,2,2,2,2,2,1,100,0,0,100,0,0,1,2,,,2,,,,2,,1,4,4,,,12000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,30,40,20,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,,,,,,,,,2,,1,5,3,3,3,3,1,41,1.274212377
1200,2,10,2,3,3,3,3,,,,,,,,,,,,,,30,20,0,1,2,2,,,1,1,2,,1,0,1,0,2,1,1,1,2,2,3,2,1,2,2,1,1,3,1,1,3,3,1,2,2,2,2,2,2,1,3,,3,1,3,4,2,2,3,1,1,1,2,3,2,3,2,1,1,3,2,3,4,4,3,4,4,3,3,3,3,4,4,4,3,4,4,4,3,3,3,1,100,0,0,100,0,0,1,2,,,1,1,10,3,2,,1,4,3,,,25000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,40,40,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,7,,,,,,,,,1,5,1,4,3,3,3,4,3,41,0.880355226
1201,2,10,3,2,2,10,,,,,,,,,6,,,,,,35,15,0,0,2,1,1,2,,,,,1,0,1,0,2,2,1,14,2,1,3,3,3,3,3,3,3,2,3,2,3,2,2,2,2,2,2,3,2,3,3,,1,1,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,95,5,0,95,5,0,1,2,,,1,1,15,2,1,3,1,4,5,,,56300,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,55,20,15,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,5,,,,,,,,,2,,1,4,3,3,3,3,2,41,0.687529472
1202,2,10,2,3,2,1,1,,,,,,,,,,,,,,15,12,0,0,2,1,1,2,,,,,1,0,1,0,2,9,,999,2,2,3,3,3,1,2,2,1,3,1,3,3,3,1,1,1,1,1,2,3,4,3,,1,1,3,2,3,3,3,1,2,1,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,100,0,0,100,0,0,1,2,,,2,,,,2,,1,3,3,,,9999998,6,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,48,18,18,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,1,2,3,4,,,,,,,2,,2,,3,3,3,3,3,41,0.880355226
1203,2,10,4,3,4,2,3,4,5,,,,,,,,,,,,190,80,50,4,2,2,,,1,7,1,,1,0,1,0,2,2,1,12,2,2,2,3,2,2,4,3,2,2,2,2,3,3,2,2,3,3,2,3,4,3,2,,1,1,5,2,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,4,4,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,4,4,,,73192,,6698,48182,4908,0,504,99,0,500,60891,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,5,6,4,1,2,4,,,,,,,,2,,2,,3,3,3,3,2,42,0.964615703
1204,1,10,1,4,1,5,1,,,,,,,,,,,,,,50,20,0,0,2,1,1,2,,,,,0,0,0,0,1,2,3,1,2,1,3,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,1,2,2,2,2,,3,1,3,3,3,3,2,2,2,2,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,,,,2,,,,2,,,,1,3,1,4,4,,,12000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,38,45,6,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,1,2,8,,,,,,,,2,,1,4,3,3,3,3,3,41,1.274212377
1205,2,10,2,2,2,1,1,,,,,,,,,,,,,,30,3,0,0,2,1,1,2,,,,,1,0,1,0,2,2,1,10,2,2,3,4,4,1,3,2,1,2,2,3,3,3,1,1,3,2,1,3,2,4,3,,1,2,5,1,2,3,2,1,1,1,2,2,3,2,1,1,1,4,5,5,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,3,4,1,100,0,0,90,0,10,1,2,,,1,1,20,1,4,,1,5,4,,,9999998,6,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,44,34,11,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,1,9,,,,,,,,,2,,1,4,4,3,3,4,1,41,0.880355226
1206,2,10,4,4,1,6,,,,,,,,,1,,,,,,10,3,0,0,1,1,1,2,,,,,1,0,1,0,2,2,3,3,1,1,2,4,1,2,4,4,1,1,1,2,4,3,1,1,1,1,1,2,3,3,3,,1,1,4,1,3,4,3,2,1,1,1,3,2,3,3,1,1,5,4,4,4,4,4,3,3,4,3,5,3,3,3,2,2,3,3,3,2,3,3,1,100,0,10,90,0,0,2,,,,2,,,,1,2,1,4,4,,,110000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50,20,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,7,,,,,,,,,,2,,1,4,4,2,4,2,2,41,0.654072814
1207,1,10,1,5,3,2,4,5,,,,,,,,,,,,,150,80,0,0,2,2,,,1,1,1,,1,0,0,0,1,2,1,5,2,2,1,1,1,1,2,1,1,3,1,2,3,3,1,1,1,1,1,1,1,2,2,,1,1,3,1,2,2,2,1,1,1,1,2,3,2,1,1,1,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,4,2,2,2,3,3,1,100,0,0,100,0,0,2,,,,2,,,,2,,1,3,3,,,10700,,2664,1670,1178,210,875,168,200,110,7075,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,1,0,0,0,0,6,9,8,1,,,,,,,,,,1,3,1,3,2,,3,2,3,42,2.268002547
1208,2,10,4,4,4,1,3,4,5,,,,,,,,,,,,100,45,10,12,1,1,2,2,,,,,2,0,2,0,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,1,2,3,3,3,4,3,4,2,,1,1,4,1,3,3,3,2,2,1,4,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,4,4,5,5,4,4,5,5,4,4,4,4,1,100,0,0,100,0,0,1,1,10,3,1,2,,,1,3,1,4,4,,,85395,,12862,39946,5263,908,635,2221,0,0,61835,999,999,999,999,999,999,999,999,2,0,0,0,0,0,1,0,0,0,0,0,1,2,4,2,3,,,,,,,,,2,,1,4,3,3,3,3,2,41,0.654072814
1209,1,10,1,2,2,11,,,,,,,,,,,,,,,20,5,0,0,1,2,,,1,1,2,,0,0,0,0,1,4,,999,1,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,4,5,4,2,,2,1,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,5,5,5,5,4,4,4,5,4,5,5,5,5,4,4,5,4,4,4,4,4,1,100,0,0,100,0,0,1,2,,,2,,,,2,,1,5,5,,,9999998,5,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,0,30,40,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,,,,,,,,,,2,,2,,3,2,3,2,2,42,2.268002547
1210,1,10,1,2,6,11,,,,,,,,,,,,,,,15,5,0,0,1,2,,,1,1,1,,0,0,0,0,1,3,,1,2,2,2,4,5,5,5,4,2,4,2,3,4,3,1,3,2,4,3,5,5,5,2,,1,1,4,4,4,3,3,2,1,1,4,4,3,3,2,1,1,5,5,5,5,5,5,4,5,4,3,4,4,5,4,4,5,4,4,4,4,4,4,1,100,0,0,90,10,0,1,2,,,2,,,,2,,1,4,4,,,2500,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3,7,65,5,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,2,3,6,,,,,,,,2,,2,,2,,2,,2,42,2.268002547
1211,1,10,1,2,6,5,5,,,,,,,,,,,,,,60,7,0,1,1,1,1,3,,,,,0,0,0,0,1,2,1,10,2,2,2,2,1,2,2,1,1,1,1,2,3,2,1,3,3,3,3,3,4,2,3,,1,1,5,2,2,2,3,2,2,1,3,5,3,4,3,3,3,5,5,5,5,5,5,5,4,4,5,4,4,5,4,5,4,5,4,5,5,4,4,1,50,50,30,60,10,0,1,1,8,3,1,1,8,3,1,4,2,,,5,5,10780,,0,0,9346,0,161,765,506,0,10778,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,6,3,4,1,4,,,,,,,,,2,,2,,3,4,4,4,4,41,1.274212377
1212,2,10,2,2,4,12,,,,,,,,,,,,,,,150,120,0,0,2,1,2,1,,,,,1,0,1,0,2,2,1,8,2,2,2,3,2,1,3,3,1,3,1,3,4,4,1,2,3,2,1,3,3,3,3,,1,1,5,2,4,3,4,1,1,1,4,5,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,3,3,4,4,4,5,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,4,4,,,14000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,64,14,19,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,8,,,,,,,,,2,,1,4,4,4,4,3,2,42,1.273550064
1213,1,10,1,2,2,9,,,,,,,,,2,,,,,,40,30,0,0,2,2,,,1,6,1,,0,0,0,0,1,3,,6,2,2,3,3,3,3,4,4,1,3,3,3,4,4,2,1,1,2,1,3,2,4,1,2,,,,1,3,3,3,1,1,1,3,3,3,3,3,3,3,4,5,5,4,5,4,3,3,4,3,3,3,4,4,2,3,4,4,5,5,5,5,1,50,50,20,20,20,40,1,2,,,2,,,,2,,1,3,4,,,9200,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,20,30,10,5,2,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,2,4,,,,,,,,,2,,1,4,2,,3,3,2,41,1.274212377
1214,2,10,4,5,3,3,3,4,5,7,,,,,,,,,,,100,30,30,5,2,1,2,2,,,,,1,0,1,0,2,2,2,15,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,1,2,3,2,4,4,4,2,,1,1,4,2,3,3,3,3,1,2,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,3,3,3,3,1,90,10,0,100,0,0,1,2,,,1,2,,,1,3,1,4,4,,,118000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,25,50,10,3,5,5,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,5,4,2,8,,,,,,,,,1,4,1,5,3,3,4,2,3,41,0.654072814
1215,1,10,1,2,4,12,,,,,,,,,,,,,,,100,90,0,0,2,1,2,1,,,,,1,0,1,0,2,2,1,6,2,2,2,3,2,1,3,3,2,3,1,3,4,4,2,2,3,2,2,3,3,3,3,,1,1,5,2,4,3,3,1,1,1,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,4,3,3,4,4,4,5,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,4,4,,,13000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,60,14,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,6,,,,,,,,,2,,1,4,3,3,3,3,2,42,2.268002547
1216,1,10,1,1,6,5,4,,,,,,,,,,,,,,10,10,0,0,2,2,,,2,,,3,,,,,1,1,3,2,2,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,,3,1,5,2,2,2,2,2,2,1,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,4,4,4,4,1,100,0,0,100,0,0,1,2,,,2,,,,2,,1,4,4,,,14300,,2500,1220,5230,0,50,0,900,0,9900,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,1,8,,,,,,,,,1,3,1,4,3,3,3,3,3,41,1.274212377
1217,2,10,3,4,1,1,1,2,,,,,,,,,,,,,18,0,0,0,2,2,,,1,1,2,,1,0,0,0,2,2,1,6,2,2,3,2,2,1,2,2,1,2,2,2,4,3,1,1,2,1,1,3,3,3,3,,1,1,5,2,2,3,2,1,1,1,2,3,3,2,1,2,2,5,5,5,5,4,5,4,5,5,4,5,5,5,5,4,5,4,4,4,4,4,4,2,,,,,,,2,,,,2,,,,1,3,1,5,4,,,49000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,49200,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,1,2,,,,,,,,,2,,1,5,3,3,3,3,1,42,0.850521373
1218,2,10,3,3,2,1,1,,,,,,,,,,,,,,26,13,0,1,2,1,1,2,,,,,1,0,1,0,1,2,3,1,2,2,4,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,2,,1,1,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,4,5,,,62000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,62210,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,4,,,2,6,,,,,,,,,1,4,1,4,3,3,3,3,1,41,0.687529472
1219,2,10,2,3,5,3,3,,,,,,,,,,,,,,40,30,10,1,1,1,1,3,,,,,1,1,1,0,2,9,,999,2,2,4,3,2,2,2,2,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,,1,1,4,4,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,1,2,,,1,2,,,1,3,1,4,5,,,26600,,6798,1980,655,526,0,213,0,0,10172,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,4,,,3,5,,,,,,,,,2,,2,,3,3,3,3,1,42,1.273550064
1220,2,10,4,3,2,1,3,,,,,,,,,,,,,,50,10,5,2,2,1,4,1,,,,,1,0,1,0,1,2,1,15,2,2,2,2,2,1,4,3,1,3,3,3,3,3,1,1,3,3,1,3,2,4,3,,3,1,5,1,3,3,4,2,1,1,3,3,4,3,3,3,3,4,5,5,5,4,4,3,4,5,3,4,4,4,4,4,3,5,3,3,3,3,3,1,50,50,50,50,0,0,1,2,,,1,2,,,1,3,1,4,4,,,98000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,97000,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,5,,,,,,,,,,2,,1,3,4,2,4,2,2,41,0.654072814
